Màu sắc,Phân loại người bán,Tỉnh,Hãng,Dòng xe,Năm sản xuất,Số Km đã đi,Tình trạng,Hộp số,Nhiên liệu,Kiểu dáng,Số chỗ,Xuất xứ,Đối tác,Giá
đen,Bán chuyên, Tp Hồ Chí Minh,BMW,5 Series,2010,89000,Đã sử dụng,Số sàn,Xăng,Sedan,4,Đức,Yes,420000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Ford,Focus,2018,10,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,Yes,438000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Mazda,3,2019,56000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,No,489000000
bạc,Cá nhân, Tp Hồ Chí Minh,Toyota,Veloz,2022,25438,Đã sử dụng,Tự động,Xăng,Minivan (MPV),9,Thái Lan,Yes,575000000
xám,Bán chuyên, Tiền Giang,Mazda,3,2019,8484,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,39000000
nâu,Cá nhân, Khánh Hòa,Ford,Fiesta,2011,50000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Mỹ,No,220000000
xám,Bán chuyên, Tp Hồ Chí Minh,Toyota,Veloz,2023,100000,Mới,Tự động,Xăng,Minivan (MPV),7,Việt Nam,No,658000000
đen,Bán chuyên, Tp Hồ Chí Minh,Ford,Transit,2023,50000,Mới,Số sàn,Dầu,Minivan (MPV),16,Việt Nam,No,849000000
đỏ,Cá nhân, Tp Hồ Chí Minh,Honda,Brio,2021,34180,Đã sử dụng,Tự động,Xăng,Sedan,5,Nước khác,No,365000000
đen,Bán chuyên, Hà Nội,Honda,CR V,2010,12000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,340000000
đen,Bán chuyên, Tp Hồ Chí Minh,Ford,Ranger,2021,25000,Đã sử dụng,Tự động,Dầu,Pick-up (bán tải),5,Thái Lan,No,585000000
đen,Bán chuyên, Tp Hồ Chí Minh,Ford,Focus,2019,70000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,415000000
đen,Bán chuyên, Tp Hồ Chí Minh,Ford,Focus,2019,50000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,430000000
đỏ,Cá nhân, Tp Hồ Chí Minh,Chevrolet,Captiva,2009,100000,Đã sử dụng,Số sàn,Xăng,SUV / Cross over,7,Việt Nam,No,185000000
đen,Bán chuyên, Tp Hồ Chí Minh,Mercedes Benz,E Class,2020,45000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,1590000000
đen,Cá nhân, Hà Nội,Honda,Civic,2010,90000,Đã sử dụng,Số sàn,Xăng,Sedan,4,Việt Nam,Yes,205000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Innova,2014,100000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),7,Việt Nam,No,338000000
đen,Bán chuyên, Đà Nẵng,Ford,Everest,2023,50000,Mới,Tự động,Xăng,SUV / Cross over,7,Thái Lan,No,1099000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Innova,2018,82000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Việt Nam,Yes,478000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Innova,2017,81000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Đang cập nhật,No,440000000
đen,Bán chuyên, Tp Hồ Chí Minh,Mercedes Benz,GLC Class,2023,60000,Mới,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,2299000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Ford,Focus,2018,49000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Việt Nam,Yes,437000000
đen,Bán chuyên, Tp Hồ Chí Minh,MG,ZS,2023,41000,Mới,Tự động,Xăng,SUV / Cross over,5,Thái Lan,No,538000000
đen,Bán chuyên, Cần Thơ,Mitsubishi,Xpander,2021,57000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),7,Việt Nam,Yes,465000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Toyota,Innova,2010,100000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,No,245000000
đen,Bán chuyên, Tp Hồ Chí Minh,Mercedes Benz,E Class,2015,85000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đức,No,660000000
cam,Bán chuyên, Tp Hồ Chí Minh,Ford,Ranger,2020,24000,Đã sử dụng,Tự động,Dầu,Pick-up (bán tải),5,Thái Lan,No,710000000
xám,Cá nhân, Long An,Ford,Focus,2010,50000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Việt Nam,No,195000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Innova,2021,70000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Việt Nam,Yes,596000000
xanh lá,Bán chuyên, Tp Hồ Chí Minh,Daewoo,Matiz,2004,12345,Đã sử dụng,Số sàn,Xăng,Hatchback,5,Việt Nam,Yes,88000000
đen,Bán chuyên, Tp Hồ Chí Minh,Mercedes Benz,Sprinter,2008,60000,Đã sử dụng,Số sàn,Dầu,Sedan,16,Việt Nam,No,159000000
đen,Bán chuyên, Đà Nẵng,Hyundai,Grand i10,2019,38000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Yes,320000000
xám,Cá nhân, Tp Hồ Chí Minh,Hyundai,Santa Fe,2021,29000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Việt Nam,Yes,879000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Kia,Rondo,2016,70000,Đã sử dụng,Tự động,Dầu,Sedan,5,Đang cập nhật,No,385000000
đen,Cá nhân, Tp Hồ Chí Minh,Hyundai,Tucson,2018,73000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Hàn Quốc,Yes,620000000
đen,Bán chuyên, Hà Nội,Hyundai,Tucson,2021,35000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,740000000
đen,Bán chuyên, Tp Hồ Chí Minh,Chevrolet,Captiva,2009,100000,Đã sử dụng,Số sàn,Xăng,SUV / Cross over,7,Việt Nam,Yes,158000000
ghi,Bán chuyên, Tp Hồ Chí Minh,Toyota,Innova,2006,100000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Đang cập nhật,Yes,205000000
đen,Cá nhân, Tp Hồ Chí Minh,Toyota,Dòng khác,2019,60000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,Yes,385000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Kia,K5,2022,80000,Mới,Tự động,Xăng,Sedan,5,Việt Nam,Yes,839000000
đen,Bán chuyên, Hà Nội,Honda,CR V,2013,86000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,469000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Previa,2008,51000,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Mỹ,No,560000000
đen,Bán chuyên, Hà Nội,Peugeot,3008,2018,70000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,655000000
đen,Bán chuyên, Hà Nội,Toyota,Yaris,2016,90000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Đang cập nhật,No,420000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Toyota,Vios,2022,31000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Việt Nam,No,418000000
xám,Bán chuyên, Tp Hồ Chí Minh,Suzuki,Vitara,2016,32000,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Đang cập nhật,Yes,465000000
đỏ,Bán chuyên, Hà Nội,Mitsubishi,Attrage,2021,36000,Đã sử dụng,5,Xăng,Sedan,5,Đang cập nhật,No,375000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Kia,Morning,2023,80000,Mới,Tự động,Xăng,Hatchback,5,Việt Nam,No,366000000
vàng,Bán chuyên, Tp Hồ Chí Minh,Toyota,Previa,2010,72000,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Mỹ,No,640000000
đen,Bán chuyên, Tp Hồ Chí Minh,Chevrolet,Orlando,2015,74000,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Việt Nam,No,299000000
đen,Bán chuyên, Tp Hồ Chí Minh,Hyundai,Elantra,2021,33333,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,530000000
bạc,Bán chuyên, Tp Hồ Chí Minh,Toyota,Innova,2020,50000,Đã sử dụng,Tự động,Xăng,Minivan (MPV),8,Việt Nam,No,685000000
trắng,Bán chuyên, Hà Nội,Ford,Everest,2019,60000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Đang cập nhật,No,874000000
đen,Bán chuyên, Tp Hồ Chí Minh,Mercedes Benz,GLC,2019,48200,Đã sử dụng,Tự động,Xăng,Sedan,5,Đức,No,1180000000
đen,Cá nhân, Đắk Nông,Hãng khác,Dòng khác,2015,130,Đã sử dụng,Số sàn,Xăng,SUV / Cross over,7,Hàn Quốc,No,155000000
đỏ,Bán chuyên, Bình Phước,Kia,K3,2013,88888,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,320000000
xám,Cá nhân, Tp Hồ Chí Minh,Toyota,Innova,2016,100000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Việt Nam,Yes,365000000
xám,Bán chuyên, Tp Hồ Chí Minh,Ford,Transit,2016,50000,Đã sử dụng,Số sàn,Dầu,Sedan,6,Việt Nam,Yes,415000000
đen,Bán chuyên, Hà Nội,Toyota,Yaris,2015,70000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Đang cập nhật,No,375000000
đỏ,Bán chuyên, Đà Nẵng,Hyundai,Accent,2023,50000,Mới,Tự động,Xăng,Sedan,5,Hàn Quốc,No,426000000
đen,Bán chuyên, Tp Hồ Chí Minh,Chevrolet,Spark,2018,85,Đã sử dụng,Số sàn,Xăng,Hatchback,5,Đang cập nhật,No,165000000
đen,Cá nhân, Tp Hồ Chí Minh,Toyota,Fortuner,2018,40000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,8,Nhật Bản,Yes,799000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Camry,2016,65000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,659000000
đen,Cá nhân, Tp Hồ Chí Minh,Ford,Focus,2018,75000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,419000000
đen,Bán chuyên, Tp Hồ Chí Minh,Suzuki,Ertiga,2020,60000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Đang cập nhật,No,425000000
đen,Cá nhân, Hà Nội,Toyota,Fortuner,2015,98000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Việt Nam,No,495000000
đen,Bán chuyên, Tp Hồ Chí Minh,Vinfast,Lux A2.0,2021,25000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,578000000
đen,Bán chuyên, Hà Nội,Hyundai,Accent,2015,50000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Hàn Quốc,No,335000000
xanh lá,Cá nhân, Quảng Nam,Kia,Morning,2012,80000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Việt Nam,No,130000000
đen,Bán chuyên, Bình Dương,Kia,Sedona,2019,75000,Đã sử dụng,Tự động,Dầu,Sedan,5,Đang cập nhật,Yes,838000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Suzuki,XL 7,2022,73000,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Việt Nam,Yes,495000000
xám,Bán chuyên, Bình Dương,Toyota,Innova,2011,100000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Việt Nam,No,228000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Fortuner,2019,92000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Việt Nam,No,829000000
đen,Bán chuyên, Tp Hồ Chí Minh,Kia,Sedona,2018,68000,Đã sử dụng,Tự động,Dầu,Minivan (MPV),7,Đang cập nhật,No,675000000
be,Bán chuyên, Đồng Nai,Chevrolet,Captiva,2007,116000,Đã sử dụng,Số sàn,Xăng,SUV / Cross over,7,Đang cập nhật,No,150000000
xám,Bán chuyên, Bà Rịa - Vũng Tàu,Suzuki,Swift,2019,20,Đã sử dụng,Tự động,Dầu,Hatchback,5,Đang cập nhật,No,405000000
trắng,Bán chuyên, Hà Nội,Kia,Soluto,2020,35689,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,365000000
trắng,Cá nhân, Tp Hồ Chí Minh,Suzuki,Ertiga,2017,85000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Ấn Độ,No,306000000
đỏ,Bán chuyên, Hà Nội,Kia,Rio,2012,9,Đã sử dụng,Tự động,Xăng,Hatchback,5,Hàn Quốc,No,279000000
nâu,Bán chuyên, Tp Hồ Chí Minh,Nissan,Navara,2015,115,Đã sử dụng,Số sàn,Dầu,Pick-up (bán tải),5,Thái Lan,No,305000000
đen,Bán chuyên, Hà Nội,Suzuki,XL 7,2022,30000,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Ấn Độ,No,529000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Ford,Ranger,2015,93000,Đã sử dụng,Số sàn,Dầu,Pick-up (bán tải),5,Đang cập nhật,No,390000000
đen,Bán chuyên, Đà Nẵng,Toyota,Veloz,2023,100000,Mới,Tự động,Xăng,Minivan (MPV),7,Việt Nam,Yes,648000000
trắng,Bán chuyên, Hà Nội,Mazda,3,2014,95000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Yes,325000000
trắng,Bán chuyên, Hà Nội,Ford,Focus,2017,70000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,380000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Ford,Ranger,2015,80000,Đã sử dụng,Số sàn,Dầu,Pick-up (bán tải),5,Thái Lan,No,398000000
đen,Bán chuyên, Tp Hồ Chí Minh,MG,ZS,2023,41000,Mới,Tự động,Xăng,SUV / Cross over,5,Thái Lan,Yes,538000000
đen,Bán chuyên, Hà Nội,Toyota,Hilux,2015,86000,Đã sử dụng,Số sàn,Dầu,Pick-up (bán tải),5,Thái Lan,No,348000000
bạc,Bán chuyên, Tp Hồ Chí Minh,Toyota,Fortuner,2020,20000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Việt Nam,No,905000000
đen,Cá nhân, Tp Hồ Chí Minh,Toyota,Sienna,2005,92500,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Mỹ,No,380000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Audi,Q5,2016,68000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đức,Yes,760000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Innova,2023,12000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),9,Việt Nam,Yes,709000000
nâu,Bán chuyên, Đà Nẵng,Ford,Transit,2023,50000,Đã sử dụng,Tự động,Xăng,Kiểu dáng khác,5,Đang cập nhật,No,200000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Innova,2015,71000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Đang cập nhật,No,350000000
đen,Bán chuyên, Hà Nội,Kia,Cerato,2019,42000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,485000000
đen,Bán chuyên, Hà Nội,Toyota,Vios,2019,24000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,445000000
đen,Cá nhân, Hà Nội,Daewoo,Lacetti,2010,90000,Đã sử dụng,Tự động,Xăng,Sedan,5,Hàn Quốc,No,190000000
đen,Bán chuyên, Tp Hồ Chí Minh,Mercedes Benz,E Class,2023,60000,Mới,Tự động,Xăng,Sedan,5,Việt Nam,No,2540000000
trắng,Cá nhân, Đà Nẵng,Ford,Fiesta,2018,65000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Mỹ,No,385000000
đen,Cá nhân, Tp Hồ Chí Minh,Ford,Ranger,2020,40000,Đã sử dụng,Tự động,Dầu,Pick-up (bán tải),5,Thái Lan,No,1020000000
xám,Bán chuyên, Tp Hồ Chí Minh,Hyundai,Grand i10,2023,50000,Mới,Tự động,Xăng,Hatchback,5,Việt Nam,Yes,390000000
đen,Bán chuyên, Tp Hồ Chí Minh,Ford,Everest,2014,73000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Thái Lan,No,479000000
đen,Bán chuyên, Tp Hồ Chí Minh,MG,5,2023,41000,Mới,Tự động,Xăng,Sedan,5,Thái Lan,Yes,523000000
xám,Bán chuyên, Tp Hồ Chí Minh,Suzuki,Ciaz,2017,78000,Đã sử dụng,Tự động,Xăng,Sedan,5,Nước khác,No,282000000
bạc,Bán chuyên, Tp Hồ Chí Minh,Hyundai,Stargazer,2022,50000,Mới,Tự động,Xăng,Sedan,7,Nước khác,No,460000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Hiace,2009,100000,Đã sử dụng,Số sàn,Dầu,Minivan (MPV),6,Việt Nam,Yes,225000000
xám,Bán chuyên, Tp Hồ Chí Minh,Kia,Rondo,2016,70000,Đã sử dụng,Tự động,Dầu,Sedan,5,Đang cập nhật,No,385000000
đen,Bán chuyên, Tp Hồ Chí Minh,Chevrolet,Captiva,2009,86000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Việt Nam,No,168000000
đen,Bán chuyên, Hà Nội,Suzuki,Swift,2014,60000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Đang cập nhật,No,275000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Vios,2019,68000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,No,345000000
đen,Cá nhân, Tp Hồ Chí Minh,Hyundai,Santa Fe,2010,50000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,5,Hàn Quốc,Yes,415000000
đen,Bán chuyên, Hà Nội,Jaguar,XF,2015,81000,Đã sử dụng,Tự động,Xăng,Sedan,4,Đức,No,830000000
đỏ,Cá nhân, Tp Hồ Chí Minh,Hyundai,Grand i10,2019,112000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,285000000
trắng,Bán chuyên, Hà Nội,Mazda,3,2018,55000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Đang cập nhật,Yes,465000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Camry,2013,82000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,515000000
xanh lá,Bán chuyên, Tp Hồ Chí Minh,Toyota,Hiace,2009,90000,Đã sử dụng,Số sàn,Xăng,Sedan,16,Đang cập nhật,No,215000000
đen,Bán chuyên, Hà Nội,Kia,Sorento,2016,72000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Đang cập nhật,No,555000000
đen,Bán chuyên, Tp Hồ Chí Minh,Chevrolet,Cruze,2011,112000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,No,178000000
đen,Bán chuyên, Tp Hồ Chí Minh,Chevrolet,Colorado,2018,26000,Đã sử dụng,Tự động,Dầu,Pick-up (bán tải),5,Thái Lan,No,495000000
đen,Cá nhân, Tp Hồ Chí Minh,Kia,K3,2015,108,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,340000000
xanh dương,Bán chuyên, Hà Nội,Chevrolet,Spark,2015,100000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Đang cập nhật,No,195000000
đen,Cá nhân, Đà Nẵng,Mercedes Benz,CLA Class,2014,66789,Đã sử dụng,Tự động,Xăng,Sedan,5,Nước khác,No,719000000
đỏ,Bán chuyên, Phú Thọ,Toyota,4 Runner,2010,10000,Đã sử dụng,Tự động,Xăng,Sedan,5,Nhật Bản,No,298000000
đen,Bán chuyên, Bình Dương,Nissan,Navara,2017,70000,Đã sử dụng,Tự động,Dầu,Sedan,5,Đang cập nhật,No,385000000
xanh lá,Bán chuyên, Tp Hồ Chí Minh,Toyota,Innova,2017,84000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Đang cập nhật,No,439000000
đen,Bán chuyên, Cần Thơ,Hyundai,Grand i10,2016,82000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Hàn Quốc,No,185000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Chevrolet,Spark,2013,76,Đã sử dụng,Số sàn,Xăng,Hatchback,5,Việt Nam,Yes,135000000
đen,Bán chuyên, Đà Nẵng,Cadillac,SRX,2009,72000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Mỹ,Yes,570000000
đen,Bán chuyên, Bình Dương,Mazda,3,2016,80000,Đã sử dụng,Tự động,Xăng,Sedan,5,Nhật Bản,No,408000000
đen,Bán chuyên, Bình Dương,Chevrolet,Cruze,2011,112000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,No,178000000
đen,Bán chuyên, Tp Hồ Chí Minh,Kia,Sedona,2021,50000,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Đang cập nhật,No,875000000
be,Bán chuyên, Quảng Ngãi,Ford,Everest,2009,15000,Đã sử dụng,Số sàn,Xăng,SUV / Cross over,7,Đang cập nhật,No,289000000
trắng,Bán chuyên, Hà Nội,Mazda,CX 5,2022,18389,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,785000000
đen,Bán chuyên, Hà Nội,Kia,Morning,2019,40000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Việt Nam,No,285000000
đen,Bán chuyên, Hà Nội,Lexus,ES,2022,20000,Đã sử dụng,Tự động,Xăng,Sedan,5,Nhật Bản,No,2320000000
đỏ,Cá nhân, Bình Dương,Fiat,Dòng khác,2007,40000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Mỹ,No,45000000
đen,Bán chuyên, Tp Hồ Chí Minh,Ford,Ranger,2023,50000,Mới,Tự động,Dầu,Pick-up (bán tải),5,Thái Lan,No,1299000000
đen,Bán chuyên, Hà Nội,Kia,Sonet,2022,1500,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,575000000
trắng,Bán chuyên, Hà Nội,Mazda,3,2015,63000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Yes,420000000
xám,Bán chuyên, Tp Hồ Chí Minh,Ford,Ranger,2021,25000,Đã sử dụng,Tự động,Dầu,Pick-up (bán tải),5,Đang cập nhật,No,1050000000
xám,Cá nhân, Hà Nội,BMW,5 Series,2019,100000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đức,No,1320000000
đen,Bán chuyên, Tp Hồ Chí Minh,MG,5,2023,41000,Mới,Tự động,Xăng,Sedan,5,Thái Lan,No,523000000
trắng,Cá nhân, Tp Hồ Chí Minh,Ford,Everest,2013,40000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Đang cập nhật,No,16800000
trắng,Bán chuyên, Tp Hồ Chí Minh,Mercedes Benz,S Class,2016,78000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,1390000000
đen,Bán chuyên, Tp Hồ Chí Minh,Hyundai,Grand Starex,2012,49000,Đã sử dụng,Số sàn,Xăng,Kiểu dáng khác,5,Hàn Quốc,No,299000000
đen,Bán chuyên, Đà Nẵng,Hyundai,Stargazer,2022,50000,Mới,Tự động,Xăng,Sedan,7,Hàn Quốc,No,475000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Innova,2018,75000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Đang cập nhật,Yes,478000000
vàng,Bán chuyên, Hà Nội,MG,5,2022,20000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,475000000
xám,Cá nhân, Hà Nội,Daewoo,Lacetti,2004,1000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Việt Nam,No,75000000
đen,Bán chuyên, Tp Hồ Chí Minh,Mercedes Benz,GLC,2023,60000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,Yes,2799000000
xám,Bán chuyên, Bình Dương,Toyota,Innova,2006,198,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Đang cập nhật,No,198000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Ford,Fiesta,2018,37000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Việt Nam,Yes,349000000
đen,Cá nhân, Tp Hồ Chí Minh,Hyundai,Avante,2012,50000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,Yes,215000000
be,Bán chuyên, Tp Hồ Chí Minh,Toyota,Vios,2019,60000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,No,345000000
đen,Bán chuyên, Tp Hồ Chí Minh,Mitsubishi,Xpander,2017,6200,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Nước khác,No,599000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Innova,2017,110000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Việt Nam,No,419000000
cam,Bán chuyên, Tp Hồ Chí Minh,Nissan,Almera,2023,70000,Mới,Tự động,Xăng,Sedan,5,Thái Lan,No,120000000
đen,Cá nhân, Hà Nội,Mercedes Benz,E Class,2010,20,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Yes,320000000
đen,Bán chuyên, Hà Nội,Ford,Focus,2008,25460,Đã sử dụng,Số sàn,Xăng,Sedan,5,Việt Nam,No,118000000
đen,Bán chuyên, Tp Hồ Chí Minh,Kia,Carens,2015,110000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),7,Việt Nam,No,260000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Fortuner,2014,100000,Đã sử dụng,Tự động,Xăng,Sedan,7,Đang cập nhật,No,415000000
đen,Bán chuyên, Bình Dương,Hyundai,Grand i10,2017,50000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Việt Nam,Yes,295000000
đen,Bán chuyên, Tp Hồ Chí Minh,Ford,EcoSport,2018,50000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,No,428000000
nâu,Bán chuyên, Hà Nội,Ford,Ranger,2019,45000,Đã sử dụng,Tự động,Dầu,Pick-up (bán tải),5,Thái Lan,Yes,580000000
đen,Cá nhân, Tp Hồ Chí Minh,Toyota,Fortuner,2018,95000,Đã sử dụng,Tự động,Dầu,Sedan,5,Đang cập nhật,No,780000000
đen,Bán chuyên, Đắk Lắk,Toyota,Fortuner,2009,100000,Đã sử dụng,Số sàn,Dầu,SUV / Cross over,7,Việt Nam,No,375000000
